z_1_1,z_1_2,z_1_3,z_1_4,z_2_1,z_2_2,z_2_3,z_2_4,z_3_1,z_3_2,z_3_3,z_3_4,z_4_1,z_4_2,z_4_3,z_4_4,z_5_1,z_5_2,z_5_3,z_5_4,z_6_1,z_6_2,z_6_3,z_6_4,z_7_1,z_7_2,z_7_3,z_7_4,z_8_1,z_8_2,z_8_3,z_8_4,z_9_1,z_9_2,z_9_3,z_9_4
4.28001111,1.78753381,1.70403869,-0.90752547,-1.60845919,-1.97638261,-0.89168247,-1.41922496,1.04187767,-0.96196843,0.70599666,2.83065344,-1.60845919,-1.97638261,-0.89168247,-1.41922496,-1.27725743,4.18149439,-2.16991486,2.17811711,-2.55939025,0.70482715,0.65752225,-1.34874775,-1.60845919,-1.97638261,-0.89168247,-1.41922496,4.23751342,-0.13236241,-1.33470483,0.0371315,2.70637594,-2.61487438,-0.75504962,-1.4610388
2.4147577,-2.76977372,-1.12873574,-1.84541058,-2.83413098,-0.20497084,3.19846595,-2.45506016,-1.61961724,-2.6711421,-0.88501284,1.54318016,-2.83413098,-0.20497084,3.19846595,-2.45506016,-1.60845919,-1.97638261,-0.89168247,-1.41922496,1.74110864,-1.33958535,-0.1579162,2.20461672,-3.0916506,2.88741434,-2.63853981,-0.4316446,4.28001111,1.78753381,1.70403869,-0.90752547,2.70637594,-2.61487438,-0.75504962,-1.4610388
-2.83413098,-0.20497084,3.19846595,-2.45506016,-1.61961724,-2.6711421,-0.88501284,1.54318016,-2.83413098,-0.20497084,3.19846595,-2.45506016,-1.60845919,-1.97638261,-0.89168247,-1.41922496,1.74110864,-1.33958535,-0.1579162,2.20461672,-3.0916506,2.88741434,-2.63853981,-0.4316446,4.28001111,1.78753381,1.70403869,-0.90752547,2.70637594,-2.61487438,-0.75504962,-1.4610388,-1.61961724,-2.6711421,-0.88501284,1.54318016
-3.56575323,5.34268651,-2.38411635,-1.7524129,2.70637594,-2.61487438,-0.75504962,-1.4610388,1.04187767,-0.96196843,0.70599666,2.83065344,4.23751342,-0.13236241,-1.33470483,0.0371315,2.70637594,-2.61487438,-0.75504962,-1.4610388,-1.27725743,4.18149439,-2.16991486,2.17811711,-3.33213886,1.38441461,2.44121614,1.43839473,2.70637594,-2.61487438,-0.75504962,-1.4610388,-3.56575323,5.34268651,-2.38411635,-1.7524129
-1.27725743,4.18149439,-2.16991486,2.17811711,4.98731654,0.48791912,1.52867115,0.54491534,-2.83413098,-0.20497084,3.19846595,-2.45506016,-2.89437875,-1.26016583,0.86399008,1.2450568,-1.60845919,-1.97638261,-0.89168247,-1.41922496,-3.33213886,1.38441461,2.44121614,1.43839473,-3.56575323,5.34268651,-2.38411635,-1.7524129,0.97887881,-3.23716287,-1.68329715,-1.422017,-1.61961724,-2.6711421,-0.88501284,1.54318016
-2.83413098,-0.20497084,3.19846595,-2.45506016,-2.89437875,-1.26016583,0.86399008,1.2450568,-1.60845919,-1.97638261,-0.89168247,-1.41922496,-3.33213886,1.38441461,2.44121614,1.43839473,-3.56575323,5.34268651,-2.38411635,-1.7524129,0.97887881,-3.23716287,-1.68329715,-1.422017,-1.61961724,-2.6711421,-0.88501284,1.54318016,2.70637594,-2.61487438,-0.75504962,-1.4610388,-1.60845919,-1.97638261,-0.89168247,-1.41922496
-1.60845919,-1.97638261,-0.89168247,-1.41922496,-3.33213886,1.38441461,2.44121614,1.43839473,-3.56575323,5.34268651,-2.38411635,-1.7524129,0.97887881,-3.23716287,-1.68329715,-1.422017,-1.61961724,-2.6711421,-0.88501284,1.54318016,2.70637594,-2.61487438,-0.75504962,-1.4610388,-1.60845919,-1.97638261,-0.89168247,-1.41922496,4.23751342,-0.13236241,-1.33470483,0.0371315,-3.42428721,-3.59530905,-1.87187934,1.1073653
-3.42428721,-3.59530905,-1.87187934,1.1073653,-3.56575323,5.34268651,-2.38411635,-1.7524129,2.70637594,-2.61487438,-0.75504962,-1.4610388,2.70637594,-2.61487438,-0.75504962,-1.4610388,-3.42428721,-3.59530905,-1.87187934,1.1073653,2.70637594,-2.61487438,-0.75504962,-1.4610388,2.70637594,-2.61487438,-0.75504962,-1.4610388,-1.27725743,4.18149439,-2.16991486,2.17811711,2.70637594,-2.61487438,-0.75504962,-1.4610388
-3.56575323,5.34268651,-2.38411635,-1.7524129,2.70637594,-2.61487438,-0.75504962,-1.4610388,2.70637594,-2.61487438,-0.75504962,-1.4610388,-3.42428721,-3.59530905,-1.87187934,1.1073653,2.70637594,-2.61487438,-0.75504962,-1.4610388,2.70637594,-2.61487438,-0.75504962,-1.4610388,-1.27725743,4.18149439,-2.16991486,2.17811711,2.70637594,-2.61487438,-0.75504962,-1.4610388,2.70637594,-2.61487438,-0.75504962,-1.4610388
2.70637594,-2.61487438,-0.75504962,-1.4610388,2.70637594,-2.61487438,-0.75504962,-1.4610388,-3.42428721,-3.59530905,-1.87187934,1.1073653,2.70637594,-2.61487438,-0.75504962,-1.4610388,2.70637594,-2.61487438,-0.75504962,-1.4610388,-1.27725743,4.18149439,-2.16991486,2.17811711,2.70637594,-2.61487438,-0.75504962,-1.4610388,2.70637594,-2.61487438,-0.75504962,-1.4610388,2.4147577,-2.76977372,-1.12873574,-1.84541058
4.98731654,0.48791912,1.52867115,0.54491534,2.70637594,-2.61487438,-0.75504962,-1.4610388,-3.33213886,1.38441461,2.44121614,1.43839473,1.74110864,-1.33958535,-0.1579162,2.20461672,-1.61961724,-2.6711421,-0.88501284,1.54318016,4.98731654,0.48791912,1.52867115,0.54491534,-1.60845919,-1.97638261,-0.89168247,-1.41922496,4.98731654,0.48791912,1.52867115,0.54491534,-3.42428721,-3.59530905,-1.87187934,1.1073653
4.98731654,0.48791912,1.52867115,0.54491534,-1.60845919,-1.97638261,-0.89168247,-1.41922496,4.98731654,0.48791912,1.52867115,0.54491534,-3.42428721,-3.59530905,-1.87187934,1.1073653,4.28001111,1.78753381,1.70403869,-0.90752547,4.23751342,-0.13236241,-1.33470483,0.0371315,-1.60845919,-1.97638261,-0.89168247,-1.41922496,4.98731654,0.48791912,1.52867115,0.54491534,0.97887881,-3.23716287,-1.68329715,-1.422017
-1.27725743,4.18149439,-2.16991486,2.17811711,4.98731654,0.48791912,1.52867115,0.54491534,-2.55939025,0.70482715,0.65752225,-1.34874775,-2.89437875,-1.26016583,0.86399008,1.2450568,-1.60845919,-1.97638261,-0.89168247,-1.41922496,-3.33213886,1.38441461,2.44121614,1.43839473,-3.0916506,2.88741434,-2.63853981,-0.4316446,0.97887881,-3.23716287,-1.68329715,-1.422017,-1.61961724,-2.6711421,-0.88501284,1.54318016
-2.55939025,0.70482715,0.65752225,-1.34874775,-2.89437875,-1.26016583,0.86399008,1.2450568,-1.60845919,-1.97638261,-0.89168247,-1.41922496,-3.33213886,1.38441461,2.44121614,1.43839473,-3.0916506,2.88741434,-2.63853981,-0.4316446,0.97887881,-3.23716287,-1.68329715,-1.422017,-1.61961724,-2.6711421,-0.88501284,1.54318016,2.70637594,-2.61487438,-0.75504962,-1.4610388,-1.60845919,-1.97638261,-0.89168247,-1.41922496
-1.60845919,-1.97638261,-0.89168247,-1.41922496,-3.33213886,1.38441461,2.44121614,1.43839473,-3.0916506,2.88741434,-2.63853981,-0.4316446,0.97887881,-3.23716287,-1.68329715,-1.422017,-1.61961724,-2.6711421,-0.88501284,1.54318016,2.70637594,-2.61487438,-0.75504962,-1.4610388,-1.60845919,-1.97638261,-0.89168247,-1.41922496,4.23751342,-0.13236241,-1.33470483,0.0371315,-3.42428721,-3.59530905,-1.87187934,1.1073653
-1.60845919,-1.97638261,-0.89168247,-1.41922496,4.23751342,-0.13236241,-1.33470483,0.0371315,-3.42428721,-3.59530905,-1.87187934,1.1073653,-1.61961724,-2.6711421,-0.88501284,1.54318016,0.97887881,-3.23716287,-1.68329715,-1.422017,0.97887881,-3.23716287,-1.68329715,-1.422017,-1.61961724,-2.6711421,-0.88501284,1.54318016,2.70637594,-2.61487438,-0.75504962,-1.4610388,2.70637594,-2.61487438,-0.75504962,-1.4610388
-3.42428721,-3.59530905,-1.87187934,1.1073653,-1.61961724,-2.6711421,-0.88501284,1.54318016,0.97887881,-3.23716287,-1.68329715,-1.422017,0.97887881,-3.23716287,-1.68329715,-1.422017,-1.61961724,-2.6711421,-0.88501284,1.54318016,2.70637594,-2.61487438,-0.75504962,-1.4610388,2.70637594,-2.61487438,-0.75504962,-1.4610388,7.01507951,3.83697856,0.46158244,0.09224872,-3.42428721,-3.59530905,-1.87187934,1.1073653
-3.0916506,2.88741434,-2.63853981,-0.4316446,-3.33213886,1.38441461,2.44121614,1.43839473,1.04187767,-0.96196843,0.70599666,2.83065344,-2.83413098,-0.20497084,3.19846595,-2.45506016,-3.0916506,2.88741434,-2.63853981,-0.4316446,1.04187767,-0.96196843,0.70599666,2.83065344,-1.27725743,4.18149439,-2.16991486,2.17811711,4.98731654,0.48791912,1.52867115,0.54491534,1.04187767,-0.96196843,0.70599666,2.83065344
1.04187767,-0.96196843,0.70599666,2.83065344,-2.83413098,-0.20497084,3.19846595,-2.45506016,-3.0916506,2.88741434,-2.63853981,-0.4316446,1.04187767,-0.96196843,0.70599666,2.83065344,-1.27725743,4.18149439,-2.16991486,2.17811711,4.98731654,0.48791912,1.52867115,0.54491534,1.04187767,-0.96196843,0.70599666,2.83065344,2.70637594,-2.61487438,-0.75504962,-1.4610388,-1.61961724,-2.6711421,-0.88501284,1.54318016
-2.83413098,-0.20497084,3.19846595,-2.45506016,-3.19585559,0.1504291,4.33936586,-0.17859762,-3.19585559,0.1504291,4.33936586,-0.17859762,0.97887881,-3.23716287,-1.68329715,-1.422017,-3.56575323,5.34268651,-2.38411635,-1.7524129,-1.27725743,4.18149439,-2.16991486,2.17811711,-1.27725743,4.18149439,-2.16991486,2.17811711,4.98731654,0.48791912,1.52867115,0.54491534,-1.60845919,-1.97638261,-0.89168247,-1.41922496
-3.0916506,2.88741434,-2.63853981,-0.4316446,-3.33213886,1.38441461,2.44121614,1.43839473,1.04187767,-0.96196843,0.70599666,2.83065344,-3.42428721,-3.59530905,-1.87187934,1.1073653,-3.0916506,2.88741434,-2.63853981,-0.4316446,1.04187767,-0.96196843,0.70599666,2.83065344,-1.27725743,4.18149439,-2.16991486,2.17811711,4.98731654,0.48791912,1.52867115,0.54491534,1.04187767,-0.96196843,0.70599666,2.83065344
1.04187767,-0.96196843,0.70599666,2.83065344,-3.42428721,-3.59530905,-1.87187934,1.1073653,-3.0916506,2.88741434,-2.63853981,-0.4316446,1.04187767,-0.96196843,0.70599666,2.83065344,-1.27725743,4.18149439,-2.16991486,2.17811711,4.98731654,0.48791912,1.52867115,0.54491534,1.04187767,-0.96196843,0.70599666,2.83065344,2.70637594,-2.61487438,-0.75504962,-1.4610388,-1.61961724,-2.6711421,-0.88501284,1.54318016
-2.83413098,-0.20497084,3.19846595,-2.45506016,-3.19585559,0.1504291,4.33936586,-0.17859762,-3.19585559,0.1504291,4.33936586,-0.17859762,0.97887881,-3.23716287,-1.68329715,-1.422017,-3.56575323,5.34268651,-2.38411635,-1.7524129,-1.27725743,4.18149439,-2.16991486,2.17811711,1.04187767,-0.96196843,0.70599666,2.83065344,4.98731654,0.48791912,1.52867115,0.54491534,-1.60845919,-1.97638261,-0.89168247,-1.41922496
